incident year,reported month,region of origin,region of incident,country of origin,number of dead,minimum estimated number of missing,total number of dead and missing,number of survivors,number of females,number of males,number of children,cause of death,migration route,region of origin group,country of origin group,cause of death category,extracted country,latitude,longitude,skew transformation total number of dead and missing
2022,august,latin america / caribbean (p),central america,unknown,1,0,1.0,0,0,0,0,drowning,us-mexico border crossing,latin america / caribbean,mixed/unknown,drowning and related causes,mexico,28.68121322,-100.507924,0.6931471805599453
2022,august,latin america / caribbean (p),central america,unknown,1,0,1.0,0,0,0,0,drowning,us-mexico border crossing,latin america / caribbean,mixed/unknown,drowning and related causes,mexico,28.60553626,-100.452287,0.6931471805599453
2022,june,central america,north america,mexico,2,0,2.0,0,0,2,0,"harsh environmental conditions / lack of adequate shelter, food, water",us-mexico border crossing,central america,mexico,environmental conditions and accidents,united states,32.35217948,-113.84158,1.0986122886681096
2022,august,latin america / caribbean (p),central america,unknown,1,0,1.0,0,0,1,0,mixed or unknown,unknown,latin america / caribbean,mixed/unknown,mixed or unknown,nicaragua,13.44656446,-86.724626,0.6931471805599453
2022,august,central america,central america,guatemala,1,0,1.0,20,0,1,0,vehicle accident / death linked to hazardous transport,unknown,central america,guatemala,environmental conditions and accidents,mexico,16.55973556,-92.807452,0.6931471805599453
2022,august,southern asia,europe,bangladesh,1,0,1.0,0,0,1,0,sickness / lack of access to adequate healthcare,western balkans,southern asia,bangladesh,health-related causes,albania,42.48434079,19.9191792,0.6931471805599453
2022,august,northern africa,northern africa,sudan,15,2,17.0,9,0,15,2,"harsh environmental conditions / lack of adequate shelter, food, water",sahara desert crossing,northern africa,sudan,environmental conditions and accidents,libya,21.8948434,24.9516869,2.8903717578961645
2022,august,south america,central america,"colombia,mixed,venezuela (bolivarian republic of)",2,1,3.0,0,0,0,1,drowning,darien,south america,mixed/unknown,drowning and related causes,panama,8.676181916,-77.53114404,1.3862943611198906
2022,august,western asia,europe,"egypt,syrian arab republic,türkiye",3,0,3.0,17,1,2,0,vehicle accident / death linked to hazardous transport,unknown,western asia,mixed/unknown,environmental conditions and accidents,austria,48.07163147,17.07044753,1.3862943611198906
2022,august,south america,central america,"cuba,ecuador,mixed,venezuela (bolivarian republic of)",8,0,8.0,10,6,1,3,vehicle accident / death linked to hazardous transport,unknown,south america,mixed/unknown,environmental conditions and accidents,mexico,18.72890154,-97.41230487,2.1972245773362196
2022,august,southern asia,europe,afghanistan,1,0,1.0,0,0,1,0,violence,türkiye-europe land route,southern asia,afghanistan,violence and related causes,greece,41.42060345,26.62788904,0.6931471805599453
2022,july,western asia,europe,syrian arab republic,3,0,3.0,0,0,0,0,mixed or unknown,türkiye-europe land route,western asia,syrian arab republic,mixed or unknown,greece,41.34207264,26.53068797,1.3862943611198906
2022,august,western asia,europe,syrian arab republic,1,0,1.0,0,1,0,0,"harsh environmental conditions / lack of adequate shelter, food, water",türkiye-europe land route,western asia,syrian arab republic,environmental conditions and accidents,greece,41.31532459,26.46665828,0.6931471805599453
2022,august,western asia,europe,syrian arab republic,1,0,1.0,0,0,1,0,"harsh environmental conditions / lack of adequate shelter, food, water",türkiye-europe land route,western asia,syrian arab republic,environmental conditions and accidents,greece,41.32067508,26.46871821,0.6931471805599453
2022,august,western asia,europe,syrian arab republic,1,0,1.0,0,0,1,0,sickness / lack of access to adequate healthcare,türkiye-europe land route,western asia,syrian arab republic,health-related causes,greece,41.32067508,26.46871821,0.6931471805599453
2022,august,northern africa,northern africa,morocco,3,0,3.0,45,0,3,0,drowning,western africa / atlantic route to the canary islands,northern africa,morocco,drowning and related causes,spain,28.14759721,-14.01233473,1.3862943611198906
2022,august,latin america / caribbean (p),north america,guatemala,1,0,1.0,7,0,1,0,vehicle accident / death linked to hazardous transport,us-mexico border crossing,latin america / caribbean,guatemala,environmental conditions and accidents,united states,31.87820636,-106.6104682,0.6931471805599453
2022,august,central america,north america,honduras,1,0,1.0,0,0,1,0,drowning,us-mexico border crossing,central america,honduras,drowning and related causes,united states,28.74158781,-100.5115921,0.6931471805599453
2022,august,latin america / caribbean (p),central america,unknown,1,0,1.0,0,0,1,0,drowning,us-mexico border crossing,latin america / caribbean,mixed/unknown,drowning and related causes,mexico,28.69367268,-100.5105726,0.6931471805599453
2022,august,south-eastern asia,south-eastern asia,myanmar,3,0,3.0,30,0,0,0,vehicle accident / death linked to hazardous transport,unknown,southern asia,myanmar,environmental conditions and accidents,malaysia,8.058172148,99.89279446,1.3862943611198906
2022,may,northern africa,mediterranean,morocco,1,0,1.0,0,0,1,0,drowning,western mediterranean,northern africa,morocco,drowning and related causes,spain,35.2871277,-2.922036,0.6931471805599453
2022,may,northern africa,mediterranean,morocco,0,3,3.0,0,0,3,0,drowning,western mediterranean,northern africa,morocco,drowning and related causes,morocco,35.35665555,-2.366098,1.3862943611198906
2022,august,western asia,europe,syrian arab republic,1,0,1.0,0,0,1,0,sickness / lack of access to adequate healthcare,western balkans,western asia,syrian arab republic,health-related causes,serbia,42.55166211,21.900739,0.6931471805599453
2022,august,central america,north america,guatemala,1,0,1.0,0,0,1,0,drowning,us-mexico border crossing,central america,guatemala,drowning and related causes,united states,26.24623802,-98.559408,0.6931471805599453
2022,july,central america,north america,honduras,0,1,1.0,0,0,1,0,"harsh environmental conditions / lack of adequate shelter, food, water",us-mexico border crossing,central america,honduras,environmental conditions and accidents,united states,32.41202369,-111.25281,0.6931471805599453
2022,july,central america,north america,mexico,1,0,1.0,1,0,1,0,"harsh environmental conditions / lack of adequate shelter, food, water",us-mexico border crossing,central america,mexico,environmental conditions and accidents,united states,32.284117,-111.522637,0.6931471805599453
2022,august,south america,central america,venezuela (bolivarian republic of),1,0,1.0,2,0,1,0,drowning,us-mexico border crossing,south america,venezuela (bolivarian republic of),drowning and related causes,mexico,28.743156,-100.515328,0.6931471805599453
2022,july,central america,north america,mexico,1,0,1.0,0,0,1,0,"harsh environmental conditions / lack of adequate shelter, food, water",us-mexico border crossing,central america,mexico,environmental conditions and accidents,united states,33.04307,-114.810549,0.6931471805599453
2022,may,central america,north america,mexico,0,1,1.0,0,0,1,0,mixed or unknown,us-mexico border crossing,central america,mexico,mixed or unknown,united states,26.144776,-98.290059,0.6931471805599453
2022,august,south america (p),central america,unknown,1,0,1.0,0,0,1,0,mixed or unknown,unknown,south america,mixed/unknown,mixed or unknown,mexico,20.515906,-100.902326,0.6931471805599453
2022,august,south america (p),central america,unknown,1,0,1.0,0,0,1,0,drowning,us-mexico border crossing,south america,mixed/unknown,drowning and related causes,mexico,28.680686,-100.507151,0.6931471805599453
2022,august,south america (p),north america,unknown,3,0,3.0,0,0,3,0,drowning,us-mexico border crossing,south america,mixed/unknown,drowning and related causes,united states,28.70175,-100.510731,1.3862943611198906
2022,august,central asia,europe,kyrgyzstan,14,0,14.0,3,0,0,0,vehicle accident / death linked to hazardous transport,unknown,central asia,kyrgyzstan,environmental conditions and accidents,russia,53.129278,47.413722,2.70805020110221
2022,august,caribbean (p),caribbean,haiti,2,0,2.0,16,1,1,0,drowning,caribbean to us,caribbean,haiti,drowning and related causes,united states,18.335399,-64.693659,1.0986122886681096
2022,august,northern africa (p),mediterranean,morocco,1,0,1.0,0,0,1,0,drowning,western mediterranean,northern africa,morocco,drowning and related causes,spain,35.292794,-2.908437,0.6931471805599453
2022,august,northern africa (p),mediterranean,unknown,1,0,1.0,0,0,1,0,mixed or unknown,western mediterranean,northern africa,mixed/unknown,mixed or unknown,spain,35.319468,-2.952635,0.6931471805599453
2022,august,northern africa,northern africa,"mixed/unknown,morocco",7,11,18.0,38,0,4,0,drowning,western africa / atlantic route to the canary islands,northern africa,mixed/unknown,drowning and related causes,inconclusive location,26.54432227,-13.841435,2.9444389791664403
2022,august,central america (p),north america,unknown,1,0,1.0,0,0,1,0,drowning,us-mexico border crossing,central america,mixed/unknown,drowning and related causes,united states,28.673803,-100.504031,0.6931471805599453
2022,august,central america,central america,guatemala,1,0,1.0,0,1,0,1,drowning,us-mexico border crossing,central america,guatemala,drowning and related causes,mexico,31.756235,-106.437599,0.6931471805599453
2022,august,central america,north america,nicaragua,2,0,2.0,2,0,2,1,drowning,us-mexico border crossing,central america,nicaragua,drowning and related causes,united states,28.696799,-100.510212,1.0986122886681096
2022,august,sub-saharan africa (p),mediterranean,unknown,5,0,5.0,0,1,4,1,drowning,central mediterranean,sub-saharan africa,mixed/unknown,drowning and related causes,tunisia,35.55654,11.148574,1.791759469228055
2022,august,sub-saharan africa (p),mediterranean,unknown,3,0,3.0,0,0,0,0,drowning,central mediterranean,sub-saharan africa,mixed/unknown,drowning and related causes,tunisia,33.17869494,11.490224,1.3862943611198906
2022,august,western africa,northern africa,niger,6,0,6.0,1,2,0,4,"harsh environmental conditions / lack of adequate shelter, food, water",sahara desert crossing,western africa,niger,environmental conditions and accidents,algeria,33.938211,7.590109,1.9459101490553132
2022,august,central america,central america,guatemala,1,0,1.0,346,0,1,0,accidental death,unknown,central america,guatemala,accidental death,mexico,19.040736,-98.077905,0.6931471805599453
2022,august,south america,central america,venezuela (bolivarian republic of),1,0,1.0,0,0,1,0,accidental death,unknown,south america,venezuela (bolivarian republic of),accidental death,mexico,16.787201,-95.066867,0.6931471805599453
2022,august,western africa,northern africa,côte d'ivoire,1,0,1.0,0,0,1,1,mixed or unknown,western africa / atlantic route to the canary islands,western africa,côte d'ivoire,mixed or unknown,spain,28.120422,-15.444404,0.6931471805599453
2022,august,southern asia,western asia,afghanistan,0,1,1.0,0,0,1,1,drowning,türkiye-europe land route,southern asia,afghanistan,drowning and related causes,inconclusive location,41.251403,26.364833,0.6931471805599453
2022,august,western / southern asia,europe,syrian arab republic,2,0,2.0,0,0,0,0,mixed or unknown,türkiye-europe land route,western / southern asia,syrian arab republic,mixed or unknown,bulgaria,42.06719,27.160306,1.0986122886681096
2022,august,western / southern asia,europe,syrian arab republic,1,0,1.0,0,0,1,0,drowning,türkiye-europe land route,western / southern asia,syrian arab republic,drowning and related causes,inconclusive location,41.288319,26.464278,0.6931471805599453
2022,august,western / southern asia,europe,syrian arab republic,1,0,1.0,0,0,1,0,"harsh environmental conditions / lack of adequate shelter, food, water",türkiye-europe land route,western / southern asia,syrian arab republic,environmental conditions and accidents,greece,41.13261,25.969797,0.6931471805599453
2022,august,western / southern asia,western asia,syrian arab republic,1,0,1.0,0,0,1,0,"harsh environmental conditions / lack of adequate shelter, food, water",türkiye-europe land route,western / southern asia,syrian arab republic,environmental conditions and accidents,inconclusive location,41.08284,26.312146,0.6931471805599453
2022,august,northern africa,mediterranean,tunisia,0,7,7.0,2,1,0,1,drowning,central mediterranean,northern africa,tunisia,drowning and related causes,tunisia,36.20234,11.532884,2.0794415416798357
2022,august,northern africa,north america,unknown,1,0,1.0,6,0,1,0,vehicle accident / death linked to hazardous transport,us-mexico border crossing,northern africa,mixed/unknown,environmental conditions and accidents,united states,31.87612169,-106.610471,0.6931471805599453
2022,august,caribbean,central america,cuba,1,0,1.0,0,1,0,0,vehicle accident / death linked to hazardous transport,unknown,caribbean,cuba,environmental conditions and accidents,mexico,18.78552323,-96.514013,0.6931471805599453
2022,august,central america,central america,nicaragua,1,0,1.0,0,0,1,0,drowning,us-mexico border crossing,central america,nicaragua,drowning and related causes,mexico,28.69439313,-100.510954,0.6931471805599453
2022,august,central america (p),central america,unknown,1,0,1.0,0,0,1,0,drowning,us-mexico border crossing,central america,mixed/unknown,drowning and related causes,mexico,28.67598887,-100.505877,0.6931471805599453
2022,august,south america,south america,venezuela (bolivarian republic of),1,0,1.0,0,0,1,0,violence,unknown,south america,venezuela (bolivarian republic of),violence and related causes,colombia,28.615181,-72.484262,0.6931471805599453
2022,august,central america,central america,honduras,1,0,1.0,0,1,0,0,"harsh environmental conditions / lack of adequate shelter, food, water",us-mexico border crossing,central america,honduras,environmental conditions and accidents,united states,8.071712737,-100.403907,0.6931471805599453
2022,august,central america,north america,nicaragua,1,0,1.0,0,1,0,0,"harsh environmental conditions / lack of adequate shelter, food, water",us-mexico border crossing,central america,nicaragua,environmental conditions and accidents,united states,32.682189,-114.63571,0.6931471805599453
2022,august,central america,central america,nicaragua,0,5,5.0,0,3,2,3,mixed or unknown,unknown,central america,nicaragua,mixed or unknown,mexico,18.432935,-95.508878,1.791759469228055
2022,july,central america,central america,nicaragua,0,1,1.0,0,0,1,0,mixed or unknown,unknown,central america,nicaragua,mixed or unknown,mexico,16.358606,-94.465623,0.6931471805599453
2022,august,sub-saharan africa,mediterranean,unknown,2,0,2.0,0,0,0,0,drowning,central mediterranean,sub-saharan africa,mixed/unknown,drowning and related causes,libya,33.11950476,11.705056,1.0986122886681096
2022,august,southern asia (p),mediterranean,unknown,0,25,25.0,11,0,0,0,drowning,central mediterranean,southern asia,mixed/unknown,drowning and related causes,libya,33.0350156,12.225295,3.258096538021482
2022,august,northern africa,mediterranean,"egypt,mixed,sudan",11,10,21.0,6,0,0,0,drowning,central mediterranean,northern africa,mixed/unknown,drowning and related causes,libya,32.7065101,20.935586,3.091042453358316
2022,august,sub-saharan africa,mediterranean,unknown,1,0,1.0,0,0,0,0,drowning,central mediterranean,sub-saharan africa,mixed/unknown,drowning and related causes,libya,32.81545615,12.434809,0.6931471805599453
2022,august,western asia (p),europe,unknown,1,0,1.0,0,0,0,1,"harsh environmental conditions / lack of adequate shelter, food, water",unknown,western asia,mixed/unknown,environmental conditions and accidents,italy,45.44494434,9.557405,0.6931471805599453
2022,august,south-eastern asia,south-eastern asia,myanmar,4,0,4.0,9,1,2,1,vehicle accident / death linked to hazardous transport,unknown,southern asia,myanmar,environmental conditions and accidents,thailand,15.15067925,98.445619,1.6094379124341003
2022,august,northern africa,mediterranean,morocco,1,0,1.0,0,1,0,0,"harsh environmental conditions / lack of adequate shelter, food, water",western mediterranean,northern africa,morocco,environmental conditions and accidents,spain,36.12912753,-5.44337,0.6931471805599453
2022,august,northern africa,mediterranean,algeria,5,8,13.0,1,2,7,3,drowning,western mediterranean,northern africa,algeria,drowning and related causes,algeria,37.93439938,0.312594,2.639057329615259
2022,september,unknown,europe,unknown,4,0,4.0,8,0,0,0,vehicle accident / death linked to hazardous transport,western balkans,unknown,mixed/unknown,environmental conditions and accidents,hungary,47.58439805,17.030619,1.6094379124341003
2022,september,mixed,mediterranean,"egypt,mixed",1,20,21.0,37,1,0,1,drowning,central mediterranean,mixed,mixed/unknown,drowning and related causes,libya,32.98804394,12.142747,3.091042453358316
2022,august,northern africa,northern africa,egypt,1,0,1.0,0,0,0,0,mixed or unknown,sahara desert crossing,northern africa,egypt,mixed or unknown,egypt,29.36868575,23.953997,0.6931471805599453
2022,august,south america,central america,venezuela (bolivarian republic of),1,0,1.0,0,0,1,0,drowning,us-mexico border crossing,south america,venezuela (bolivarian republic of),drowning and related causes,mexico,28.67967913,-100.506575,0.6931471805599453
2022,august,central america,north america,honduras,1,0,1.0,0,1,0,0,"harsh environmental conditions / lack of adequate shelter, food, water",us-mexico border crossing,central america,honduras,environmental conditions and accidents,united states,28.92597325,-99.928923,0.6931471805599453
2022,august,central america,north america,nicaragua,1,0,1.0,0,1,0,0,"harsh environmental conditions / lack of adequate shelter, food, water",us-mexico border crossing,central america,nicaragua,environmental conditions and accidents,united states,32.45077052,-114.650595,0.6931471805599453
2022,august,central america,north america,costa rica,1,0,1.0,0,1,0,0,"harsh environmental conditions / lack of adequate shelter, food, water",us-mexico border crossing,central america,costa rica,environmental conditions and accidents,united states,32.27009787,-113.582187,0.6931471805599453
2022,august,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,1,0,drowning,us-mexico border crossing,latin america / caribbean,mixed/unknown,drowning and related causes,united states,28.812734,-100.54461,0.6931471805599453
2022,august,central america,central america,honduras,1,0,1.0,0,0,1,0,violence,unknown,central america,honduras,violence and related causes,guatemala,15.6573485,-88.999973,0.6931471805599453
2022,january,unknown,western asia,unknown,2,0,2.0,0,0,0,0,drowning,türkiye-europe land route,unknown,mixed/unknown,drowning and related causes,inconclusive location,40.992025,26.347466,1.0986122886681096
2022,april,unknown,western asia,unknown,1,0,1.0,0,0,1,0,"harsh environmental conditions / lack of adequate shelter, food, water",türkiye-europe land route,unknown,mixed/unknown,environmental conditions and accidents,inconclusive location,42.038168,27.349453,0.6931471805599453
2022,april,unknown,western asia,unknown,1,0,1.0,0,1,0,0,drowning,türkiye-europe land route,unknown,mixed/unknown,drowning and related causes,inconclusive location,40.941172,26.321768,0.6931471805599453
2022,june,southern asia,europe,afghanistan,2,0,2.0,0,0,2,0,drowning,türkiye-europe land route,southern asia,afghanistan,drowning and related causes,inconclusive location,41.420306,26.62732,1.0986122886681096
2022,july,western asia,europe,syrian arab republic,2,0,2.0,180,0,1,0,violence,türkiye-europe land route,western asia,syrian arab republic,violence and related causes,inconclusive location,41.670849,26.480625,1.0986122886681096
2022,july,southern asia,europe,iran (islamic republic of),1,0,1.0,1,0,1,0,drowning,türkiye-europe land route,southern asia,iran (islamic republic of),drowning and related causes,inconclusive location,41.339151,26.618384,0.6931471805599453
2022,august,southern asia,western asia,afghanistan,1,0,1.0,0,0,1,0,drowning,türkiye-europe land route,southern asia,afghanistan,drowning and related causes,bulgaria,41.978678,28.01007,0.6931471805599453
2022,september,northern africa,mediterranean,tunisia,3,1,4.0,15,0,0,0,drowning,central mediterranean,northern africa,tunisia,drowning and related causes,tunisia,34.22145134,10.691039,1.6094379124341003
2022,august,northern africa,mediterranean,tunisia,5,13,18.0,0,0,0,0,drowning,central mediterranean,northern africa,tunisia,drowning and related causes,italy,38.63953389,9.547641,2.9444389791664403
2022,september,southern asia,southern asia,afghanistan,1,0,1.0,4,0,1,0,violence,unknown,southern asia,afghanistan,violence and related causes,pakistan,30.94999841,66.433414,0.6931471805599453
2022,september,southern asia,southern asia,afghanistan,1,0,1.0,1,0,0,1,violence,unknown,southern asia,afghanistan,violence and related causes,pakistan,30.94999841,66.433414,0.6931471805599453
2022,september,western africa,mediterranean,liberia,1,0,1.0,6,0,1,0,drowning,eastern mediterranean,western africa,liberia,drowning and related causes,inconclusive location,37.70176877,27.18532,0.6931471805599453
2022,september,sub-saharan africa (p),northern africa,unknown,1,0,1.0,55,0,0,0,"harsh environmental conditions / lack of adequate shelter, food, water",western africa / atlantic route to the canary islands,sub-saharan africa,mixed/unknown,environmental conditions and accidents,spain,28.26104543,-13.889064,0.6931471805599453
2022,september,western asia,mediterranean,syrian arab republic,1,0,1.0,61,0,0,1,"harsh environmental conditions / lack of adequate shelter, food, water",eastern mediterranean,western asia,syrian arab republic,environmental conditions and accidents,greece,35.48098868,24.016126,0.6931471805599453
2022,september,unknown,mediterranean,unknown,1,0,1.0,0,0,0,0,drowning,western mediterranean,unknown,mixed/unknown,drowning and related causes,morocco,35.35097737,-4.958829,0.6931471805599453
2022,april,central america,central america,honduras,1,0,1.0,0,0,1,1,drowning,us-mexico border crossing,central america,honduras,drowning and related causes,mexico,28.69749259,-100.511041,0.6931471805599453
2022,april,central america,north america,mexico,1,0,1.0,0,0,1,0,accidental death,us-mexico border crossing,central america,mexico,accidental death,united states,26.03463634,-97.672268,0.6931471805599453
2022,september,northern africa,mediterranean,tunisia,12,8,20.0,17,0,0,0,drowning,central mediterranean,northern africa,tunisia,drowning and related causes,tunisia,35.26735838,11.283964,3.044522437723423
2022,september,unknown,mediterranean,unknown,1,0,1.0,0,0,0,0,drowning,central mediterranean,unknown,mixed/unknown,drowning and related causes,libya,32.36134834,20.319971,0.6931471805599453
2022,september,unknown,mediterranean,unknown,1,0,1.0,0,0,0,0,drowning,central mediterranean,unknown,mixed/unknown,drowning and related causes,libya,32.70329195,20.931953,0.6931471805599453
2022,september,unknown,mediterranean,unknown,1,0,1.0,0,0,0,0,drowning,central mediterranean,unknown,mixed/unknown,drowning and related causes,libya,32.79483412,12.57296,0.6931471805599453
2022,september,unknown,mediterranean,unknown,3,0,3.0,0,0,0,0,drowning,central mediterranean,unknown,mixed/unknown,drowning and related causes,tunisia,33.60111971,11.067681,1.3862943611198906
2022,september,latin america / caribbean (p),central america,unknown,2,0,2.0,0,0,2,0,drowning,us-mexico border crossing,latin america / caribbean,mixed/unknown,drowning and related causes,mexico,26.07497153,-98.251882,1.0986122886681096
2022,september,central america,central america,guatemala,1,0,1.0,0,0,1,0,drowning,us-mexico border crossing,central america,guatemala,drowning and related causes,mexico,26.25766723,-98.595828,0.6931471805599453
2022,september,central america,north america,mexico,1,0,1.0,0,0,1,0,drowning,us-mexico border crossing,central america,mexico,drowning and related causes,united states,26.18991745,-98.33119,0.6931471805599453
2022,august,south america,central america,colombia,1,0,1.0,0,0,1,0,violence,unknown,south america,colombia,violence and related causes,mexico,22.77858863,-102.620059,0.6931471805599453
2022,july,south america,south america,venezuela (bolivarian republic of),1,0,1.0,0,0,1,0,vehicle accident / death linked to hazardous transport,unknown,south america,venezuela (bolivarian republic of),environmental conditions and accidents,chile,-33.42857548,-70.664554,0.6931471805599453
2022,august,south america,north america,ecuador,1,0,1.0,0,0,1,0,"harsh environmental conditions / lack of adequate shelter, food, water",unknown,south america,ecuador,environmental conditions and accidents,united states,36.95933519,-116.371791,0.6931471805599453
2022,september,western asia,mediterranean,syrian arab republic,0,6,6.0,26,2,0,3,"harsh environmental conditions / lack of adequate shelter, food, water",central mediterranean,western asia,syrian arab republic,environmental conditions and accidents,italy,36.70254743,14.856567,1.9459101490553132
2022,september,western asia,mediterranean,"syrian arab republic,unknown",6,5,11.0,73,1,3,7,drowning,eastern mediterranean,western asia,mixed/unknown,drowning and related causes,italy,36.58069137,28.319872,2.4849066497880004
2022,september,sub-saharan africa (p),northern africa,unknown,1,0,1.0,34,1,0,0,violence,western africa / atlantic route to the canary islands,sub-saharan africa,mixed/unknown,violence and related causes,morocco,28.0969,-12.050617,0.6931471805599453
2022,september,eastern africa,southern africa,ethiopia,1,0,1.0,43,0,1,0,sickness / lack of access to adequate healthcare,unknown,eastern africa,ethiopia,health-related causes,zambia,-15.32483122,28.448918,0.6931471805599453
2022,august,central america,central america,mexico,1,0,1.0,0,0,1,0,drowning,us-mexico border crossing,central america,mexico,drowning and related causes,mexico,25.89370734,-97.496716,0.6931471805599453
2022,august,latin america / caribbean (p),central america,unknown,2,0,2.0,0,0,2,0,drowning,us-mexico border crossing,latin america / caribbean,mixed/unknown,drowning and related causes,mexico,28.711032,-100.50994,1.0986122886681096
2022,january,caribbean,central america,haiti,3,0,3.0,0,0,1,2,"harsh environmental conditions / lack of adequate shelter, food, water",darien,caribbean,haiti,environmental conditions and accidents,inconclusive location,8.552428039,-78.020445,1.3862943611198906
2022,august,caribbean,caribbean,cuba,2,5,7.0,8,0,1,0,drowning,caribbean to us,caribbean,cuba,drowning and related causes,united states,24.122296,-82.098687,2.0794415416798357
2022,september,northern africa (p),mediterranean,unknown,1,0,1.0,0,0,1,0,drowning,western mediterranean,northern africa,mixed/unknown,drowning and related causes,spain,35.91669604,-5.371465,0.6931471805599453
2022,september,northern africa (p),mediterranean,unknown,1,0,1.0,0,0,1,0,drowning,western mediterranean,northern africa,mixed/unknown,drowning and related causes,spain,35.886838,-5.316293,0.6931471805599453
2022,september,northern africa (p),mediterranean,unknown,1,0,1.0,0,0,1,0,drowning,western mediterranean,northern africa,mixed/unknown,drowning and related causes,spain,35.886838,-5.316293,0.6931471805599453
2022,august,central america,central america,nicaragua,1,0,1.0,0,0,1,0,violence,us-mexico border crossing,central america,nicaragua,violence and related causes,mexico,28.697049,-100.516814,0.6931471805599453
2022,september,south america,central america,venezuela (bolivarian republic of),3,0,3.0,0,3,0,0,"harsh environmental conditions / lack of adequate shelter, food, water",darien,south america,venezuela (bolivarian republic of),environmental conditions and accidents,panama,8.423028,-77.743478,1.3862943611198906
2022,september,central america,central america,el salvador,1,0,1.0,4,1,0,0,accidental death,unknown,central america,el salvador,accidental death,inconclusive location,25.682791,-100.30876,0.6931471805599453
2022,september,western asia,western asia,türkiye,1,0,1.0,0,0,1,0,drowning,türkiye-europe land route,western asia,türkiye,drowning and related causes,greece,41.538604,26.596076,0.6931471805599453
2022,september,western asia,europe,syrian arab republic,1,0,1.0,0,0,1,0,mixed or unknown,türkiye-europe land route,western asia,syrian arab republic,mixed or unknown,inconclusive location,41.357909,26.312662,0.6931471805599453
2022,september,southern asia,mediterranean,bangladesh,1,0,1.0,117,0,1,0,sickness / lack of access to adequate healthcare,central mediterranean,southern asia,bangladesh,health-related causes,italy,35.48539,12.603636,0.6931471805599453
2022,september,western asia (p),mediterranean,unknown,0,1,1.0,19,1,0,0,drowning,central mediterranean,western asia,mixed/unknown,drowning and related causes,libya,33.883333,14.083333,0.6931471805599453
2022,september,eastern africa,mediterranean,eritrea,1,0,1.0,59,0,0,0,violence,central mediterranean,eastern africa,eritrea,violence and related causes,tunisia,34.35,11.866667,0.6931471805599453
2022,september,northern africa,mediterranean,morocco,1,0,1.0,0,0,1,0,drowning,western mediterranean,northern africa,morocco,drowning and related causes,spain,35.885424,-5.316259,0.6931471805599453
2022,september,latin america / caribbean (p),central america,unknown,1,0,1.0,3,0,1,0,violence,us-mexico border crossing,latin america / caribbean,mixed/unknown,violence and related causes,united states,32.558079,-116.81952,0.6931471805599453
2022,september,western asia,mediterranean,afghanistan,5,1,6.0,14,1,1,3,drowning,eastern mediterranean,western asia,afghanistan,drowning and related causes,inconclusive location,38.368356,26.274039,1.9459101490553132
2022,september,western asia,mediterranean,syrian arab republic,1,0,1.0,13,0,1,0,drowning,eastern mediterranean,western asia,syrian arab republic,drowning and related causes,inconclusive location,36.985376,27.407107,0.6931471805599453
2022,august,south america,central america,venezuela (bolivarian republic of),1,0,1.0,3,0,1,0,sickness / lack of access to adequate healthcare,unknown,south america,venezuela (bolivarian republic of),health-related causes,panama,8.499912,-77.96646,0.6931471805599453
2022,september,western asia,europe,syrian arab republic,1,0,1.0,0,0,1,0,"harsh environmental conditions / lack of adequate shelter, food, water",türkiye-europe land route,western asia,syrian arab republic,environmental conditions and accidents,greece,41.191902,26.22267,0.6931471805599453
2022,august,unknown,europe,unknown,1,0,1.0,0,0,1,0,mixed or unknown,western balkans,unknown,mixed/unknown,mixed or unknown,slovenia,46.39666544,15.583907,0.6931471805599453
2022,september,western asia,europe,syrian arab republic,1,0,1.0,0,0,1,0,"harsh environmental conditions / lack of adequate shelter, food, water",türkiye-europe land route,western asia,syrian arab republic,environmental conditions and accidents,greece,41.097598,26.129727,0.6931471805599453
2022,september,western asia,europe,syrian arab republic,1,0,1.0,0,0,1,0,"harsh environmental conditions / lack of adequate shelter, food, water",türkiye-europe land route,western asia,syrian arab republic,environmental conditions and accidents,bulgaria,42.017571,26.779601,0.6931471805599453
2022,september,western asia,europe,syrian arab republic,1,0,1.0,0,0,1,0,"harsh environmental conditions / lack of adequate shelter, food, water",türkiye-europe land route,western asia,syrian arab republic,environmental conditions and accidents,bulgaria,41.982768,26.719845,0.6931471805599453
2022,september,western asia,western asia,syrian arab republic,1,0,1.0,0,0,1,0,drowning,türkiye-europe land route,western asia,syrian arab republic,drowning and related causes,greece,41.491466,26.605178,0.6931471805599453
2022,august,western asia,europe,syrian arab republic,1,0,1.0,0,0,1,0,"harsh environmental conditions / lack of adequate shelter, food, water",türkiye-europe land route,western asia,syrian arab republic,environmental conditions and accidents,inconclusive location,41.125695,26.139994,0.6931471805599453
2022,august,western asia,europe,syrian arab republic,1,0,1.0,0,0,1,0,"harsh environmental conditions / lack of adequate shelter, food, water",türkiye-europe land route,western asia,syrian arab republic,environmental conditions and accidents,inconclusive location,41.049485,26.072464,0.6931471805599453
2022,september,northern africa,mediterranean,"sudan,unknown",2,0,2.0,0,0,1,0,drowning,central mediterranean,northern africa,mixed/unknown,drowning and related causes,libya,31.85291729,19.940263,1.0986122886681096
